Lat,Long
38.87486486470895,-77.08152834629634
38.874855207082504,-77.08152574187127
38.87485519817963,-77.0815257358482
38.87484880468813,-77.08152451188649
38.874842570914254,-77.08152342629374
38.87483616946479,-77.0815221433149
38.87482962312469,-77.08152090106171
38.87482321994959,-77.08151971485597
38.8748167647952,-77.08151841186823
38.87481672883446,-77.08151840736087
38.87481025359404,-77.08151722020531
38.87480381640969,-77.08151592004779
38.874797297599784,-77.08151464978289
38.87479079511655,-77.08151347451228
38.87478430437107,-77.0815121462815
38.874778010659774,-77.08151088489136
38.87477177711158,-77.08150978662857
38.8747654393378,-77.0815084697784
38.87475257216653,-77.0815059711107
38.87474602520982,-77.08150476342237
38.87473952529421,-77.08150344414705
38.87473288015928,-77.08150218403021
38.874726495405824,-77.08150097531268
38.87471363806153,-77.08149843082866
38.87470722752378,-77.08149715220031
38.87470096788299,-77.08149600130935
38.87469458567667,-77.08149464973849
38.87468181647757,-77.08149221502582
38.874675350262756,-77.08149102698616
38.87466240452607,-77.08148838656204
38.87465627994841,-77.08148724076665
38.874643519754606,-77.08148480631971
38.87463677962517,-77.08148331520975
38.874624503986986,-77.08148099287938
38.87461160926369,-77.08147852338764
38.87460531731834,-77.08147716292778
38.874592640290274,-77.08147461218863
38.87458595135931,-77.08147328164068
38.87458000946096,-77.08147199709752
38.874567288698906,-77.08146937246725
38.874554639241936,-77.08146679141414
38.87454839600134,-77.08146522605354
38.8745420382639,-77.08146401813153
38.8745290138381,-77.08146124286748
38.87452308195167,-77.08145990213889
38.87451033684282,-77.0814571269585
38.87450374777411,-77.08145575437477
38.874497528859024,-77.0814543407233
38.87449118329044,-77.08145295565049
38.87448480229518,-77.08145153611738
38.87447217399159,-77.08144877933312
38.87446586493826,-77.08144736766334
38.87445951093912,-77.08144595007174
38.87445322004071,-77.08144453086375
38.87444694141403,-77.08144292874309
38.8744406642951,-77.08144174738324
38.874434446940896,-77.0814402461788
38.874428168581154,-77.08143862908236
38.87442191047987,-77.08143739179849
38.87441573860544,-77.08143586656374
38.874415732496246,-77.08143570386216
38.87441568358589,-77.08143592028536
38.87441573860544,-77.08143586656374
38.874415669477656,-77.08143570087063
38.87441570196682,-77.08143590007406
38.874415729497144,-77.08143587206119
38.87441570324041,-77.08143582864706
38.874415720779126,-77.08143585566974
38.87441572966147,-77.08143586284481
38.87439705441064,-77.08143164902624
38.87439705434901,-77.08143165248238
38.87439705434901,-77.08143165248238
38.874397027537654,-77.08143164017356
38.87439705434901,-77.08143165248238
38.87439700954702,-77.08143163849594
38.87439072693493,-77.08143025987516
38.87439070855399,-77.08143028008647
38.87439069054281,-77.08143027956089
38.87439070855399,-77.08143028008647
38.87438449796608,-77.08142890472024
38.874384601177006,-77.0814286748972
38.87437829097291,-77.08142732774594
38.87437827357799,-77.08142729265896
38.87437205788734,-77.08142569814147
38.87437205788734,-77.08142569814147
38.874365670843915,-77.08142411245603
38.87435941536338,-77.08142222285318
38.87435940625507,-77.08142222835063
38.87435318046167,-77.08142018977034
38.87434706743935,-77.08141789052499
38.87434705833106,-77.08141789602244
38.87434074952741,-77.081415459663
38.874335224283946,-77.08141253669825
38.87432915047989,-77.0814095539267
38.87432288842107,-77.08140651725138
38.87432333394714,-77.08140629165382
38.87431756831712,-77.08140270121002
38.874311770690696,-77.08139888391459
38.874306406618196,-77.08139450179499
38.874306406618196,-77.08139450179499
38.87430078411534,-77.0813899588334
38.874295978380644,-77.08138508814814
38.87429126035142,-77.08137984656553
38.87428605694432,-77.08137453895176
38.87428177554967,-77.08136855973889
38.874282120925514,-77.08136839230916
38.87427718461636,-77.08136275937599
38.87427341766094,-77.08135622692109
38.87427006119468,-77.0813494125198
38.87426550547295,-77.08134315328108
38.87426268692943,-77.08133598457778
38.87426025311119,-77.08132846286479
38.874256304677424,-77.08132149633408
38.874254352283266,-77.08131375698761
38.8742526844641,-77.08130572279923
38.87424961337135,-77.0812985686301
38.87424817161523,-77.08129048916958
38.87424749109364,-77.08128216450673
38.87424541083153,-77.08127452171152
38.87424528160123,-77.0812661036331
38.87424444256026,-77.08125807864388
38.87424343523788,-77.08124938482145
38.87424371883438,-77.08124156433193
38.87424413481437,-77.0812333938429
38.874242933052905,-77.08122499288274
38.87424421058609,-77.08120892886049
38.87424448317266,-77.08120071499754
38.874244571796574,-77.0811922064533
38.87424575960455,-77.08118420717403
38.874246204035074,-77.0811759568293
38.87424667778217,-77.08116757824357
38.87424768114286,-77.0811598167903
38.87424898359993,-77.0811433650515
38.87424983589864,-77.0811344742088
38.874250537225436,-77.08112697596695
38.87425141162008,-77.08111886726182
38.874252253647654,-77.08111055244136
38.87425335256486,-77.08110248486562
38.874255293527895,-77.08108610131639
38.874256155155635,-77.08107820317176
38.874257509739266,-77.08106994595171
38.8742598457527,-77.08105364077934
38.874261006883636,-77.08104562112267
38.87426240887535,-77.08103723157765
38.87426500380789,-77.08102105959505
38.87426623186751,-77.08101332889846
38.874267567182635,-77.08100514142518
38.87427018553353,-77.08098917183631
38.87427163906978,-77.08098092326287
38.87427422810048,-77.08096508191306
38.87427560638653,-77.08095701095606
38.87427855909809,-77.08094048055825
38.87427987710571,-77.08093275824599
38.8742828498482,-77.08091662033
38.87428452103338,-77.0809082928071
38.874287536459384,-77.08089228753576
38.874289264634484,-77.08088480656352
38.87429235784051,-77.08086696508911
38.87429416877963,-77.08085989571934
38.87429763232256,-77.08084402454375
38.8742994071123,-77.08083493929338
38.87430304359682,-77.08081947543369
38.874304911143206,-77.08081175762061
38.87430877396359,-77.08079471662529
38.87431064931345,-77.08078757190363
38.874314610034325,-77.08077211519186
38.87431664750043,-77.08076295230403
38.87432078825914,-77.0807480103109
38.874323036121226,-77.08074069202958
38.874327138242485,-77.0807238735512
38.87432939050892,-77.0807168135897
38.87433172647426,-77.08070960737784
38.874336148140316,-77.08069255385544
38.87433844912007,-77.08068579384843
38.874343139776464,-77.08067134162393
38.874345397364365,-77.08066246639596
38.87434782429755,-77.08065571697689
38.874352639629485,-77.08064033589389
38.87435513378656,-77.08063234242302
38.87436036059212,-77.08061763495814
38.874362868919064,-77.08060985744389
38.87436805205774,-77.08059456661535
38.87437087435039,-77.08058787828745
38.874373428483665,-77.08058005830647
38.87437877433528,-77.08056473763999
38.87438172941051,-77.08055818227933
38.87438720155142,-77.0805423477543
38.874389862566346,-77.08053409172868
38.87439570935374,-77.08052049158422
38.87439844556571,-77.0805125662546
38.87440410896585,-77.08049712228501
38.87440709838432,-77.08049015642567
38.87440995988425,-77.08048278456076
38.87441568678392,-77.08046782193982
38.874418525364085,-77.08046072488746
38.874424211454645,-77.08044602963966
38.87442704683849,-77.08043860629299
38.87443258530533,-77.08042410499156
38.874435449901526,-77.08041655916178
38.87444126502164,-77.0804017016888
38.87444385788812,-77.08039423553336
38.87444940987212,-77.08037948103664
38.8744523348151,-77.08037208796023
38.874457668116186,-77.08035747001057
38.87446041152922,-77.08035015117085
38.87446612733317,-77.08033530462248
38.874468757347124,-77.08032777614972
,
,
,
38.87448540272389,-77.08028359876172
38.87449073864935,-77.08026832732313
38.87449347335211,-77.08026149694574
38.874499035652775,-77.08024717381997
38.874501828987476,-77.08023857007107
38.87450449510625,-77.08023204890667
38.87451011151913,-77.08021772274382
38.87451295617538,-77.08020927263884
38.87451578999796,-77.08020244168969
38.874521559961025,-77.0801875886287
38.874524596045696,-77.08017951986741
38.8745274542351,-77.08017283831838
38.87453040000967,-77.08016528676715
38.87453647766383,-77.08014985251629
38.87453929570955,-77.08014289546361
38.87454225179501,-77.08013577645427
38.874545332089696,-77.08012724907033
38.874545201283,-77.0801280163786
38.87454804281988,-77.08012075225169
38.874551099696625,-77.08011303334382
38.874553741214235,-77.08010637544005
