1569253247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305184.786,4305185.494,4305186.2,4305186.906,4305187.611,4305188.316,4305189.02,4305189.725,4305190.43,4305191.133,4305191.836,4305192.538,4305193.237,4305193.933,4305194.626,4305195.32,4305196.015,4305196.709,4305197.434,4305198.16,4305198.854,4305199.549,4305200.242,4305200.966,4305201.689,4305202.413,4305203.137,4305203.86,4305204.579,4305205.298,4305206.017,4305206.735,4305207.455,4305208.175,4305208.895,4305209.614,4305210.334,4305211.053,4305211.773,4305212.493,4305213.213,4305213.932,4305214.65,4305215.368,4305216.084,4305216.8,4305217.515,4305218.23,4305218.945,4305219.66,4305220.375,4305221.088,4305221.802,4305222.515,4305223.227,4305223.938,4305224.649,4305225.36,4305226.069,4305226.777,4305227.484,4305228.19,4305228.896,4305229.601,4305230.306,4305231.01,4305231.714,4305232.417,4305233.118,4305233.819,4305234.519,4305235.22,4305235.92,4305236.619
319595.1708,319595.0653,319594.9594,319594.8527,319594.747,319594.6439,319594.54,319594.4362,319594.3317,319594.2273,319594.1266,319594.026,319593.9232,319593.8218,319593.7225,319593.6219,319593.5216,319593.4214,319593.3182,319593.2153,319593.1164,319593.0167,319592.9182,319592.8162,319592.7145,319592.6118,319592.509,319592.4073,319592.306,319592.205,319592.1049,319592.0043,319591.904,319591.8044,319591.7044,319591.6058,319591.5062,319591.4065,319591.308,319591.2096,319591.1108,319591.0127,319590.9141,319590.8163,319590.7189,319590.6203,319590.5231,319590.4259,319590.33,319590.235,319590.1412,319590.048,319589.9547,319589.862,319589.7705,319589.6795,319589.5877,319589.4971,319589.4076,319589.3177,319589.2276,319589.1371,319589.0474,319588.9588,319588.8697,319588.7808,319588.6918,319588.6025,319588.5134,319588.4238,319588.3342,319588.2446,319588.1538,319588.063
1569253247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305185.523,4305186.229,4305186.935,4305187.64,4305188.345,4305189.049,4305189.754,4305190.459,4305191.162,4305191.865,4305192.567,4305193.266,4305193.962,4305194.655,4305195.349,4305196.044,4305196.737,4305197.463,4305198.189,4305198.883,4305199.578,4305200.271,4305200.995,4305201.718,4305202.442,4305203.166,4305203.889,4305204.608,4305205.327,4305206.046,4305206.764,4305207.484,4305208.204,4305208.924,4305209.643,4305210.363,4305211.082,4305211.802,4305212.522,4305213.242,4305213.961,4305214.679,4305215.397,4305216.113,4305216.829,4305217.544,4305218.259,4305218.974,4305219.689,4305220.404,4305221.117,4305221.831,4305222.544,4305223.256,4305223.967,4305224.678,4305225.389,4305226.098,4305226.806,4305227.513,4305228.219,4305228.925,4305229.63,4305230.335,4305231.039,4305231.743,4305232.446,4305233.147,4305233.848,4305234.548,4305235.249,4305235.949,4305236.648,4305237.345
319595.0888,319594.9829,319594.8762,319594.7705,319594.6674,319594.5635,319594.4598,319594.3553,319594.2509,319594.1501,319594.0496,319593.9468,319593.8454,319593.746,319593.6454,319593.5452,319593.4449,319593.3418,319593.2389,319593.1399,319593.0402,319592.9417,319592.8398,319592.738,319592.6353,319592.5326,319592.4309,319592.3296,319592.2286,319592.1284,319592.0279,319591.9276,319591.8279,319591.7279,319591.6294,319591.5297,319591.4301,319591.3316,319591.2332,319591.1344,319591.0362,319590.9377,319590.8399,319590.7425,319590.6439,319590.5467,319590.4495,319590.3536,319590.2586,319590.1648,319590.0716,319589.9783,319589.8856,319589.7941,319589.7031,319589.6113,319589.5207,319589.4311,319589.3413,319589.2511,319589.1607,319589.071,319588.9824,319588.8932,319588.8043,319588.7154,319588.6261,319588.537,319588.4474,319588.3578,319588.2682,319588.1774,319588.0866,319587.9962
1569253247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305186.168,4305186.874,4305187.579,4305188.284,4305188.988,4305189.693,4305190.397,4305191.101,4305191.804,4305192.505,4305193.205,4305193.9,4305194.594,4305195.288,4305195.982,4305196.676,4305197.402,4305198.128,4305198.821,4305199.517,4305200.21,4305200.934,4305201.657,4305202.38,4305203.105,4305203.827,4305204.547,4305205.266,4305205.984,4305206.703,4305207.423,4305208.143,4305208.863,4305209.582,4305210.302,4305211.021,4305211.741,4305212.461,4305213.181,4305213.9,4305214.618,4305215.336,4305216.052,4305216.768,4305217.483,4305218.198,4305218.913,4305219.628,4305220.342,4305221.056,4305221.77,4305222.483,4305223.195,4305223.906,4305224.617,4305225.327,4305226.037,4305226.745,4305227.452,4305228.158,4305228.864,4305229.569,4305230.274,4305230.978,4305231.682,4305232.385,4305233.086,4305233.787,4305234.487,4305235.188,4305235.888,4305236.586,4305237.284,4305237.982
319594.9453,319594.8386,319594.7329,319594.6298,319594.5259,319594.4221,319594.3176,319594.2133,319594.1125,319594.0119,319593.9091,319593.8077,319593.7084,319593.6078,319593.5075,319593.4073,319593.3041,319593.2012,319593.1023,319593.0026,319592.9041,319592.8021,319592.7004,319592.5977,319592.4949,319592.3932,319592.2919,319592.191,319592.0908,319591.9902,319591.8899,319591.7903,319591.6903,319591.5917,319591.4921,319591.3924,319591.294,319591.1955,319591.0967,319590.9986,319590.9,319590.8023,319590.7048,319590.6062,319590.509,319590.4118,319590.3159,319590.2209,319590.1271,319590.0339,319589.9406,319589.8479,319589.7564,319589.6654,319589.5736,319589.483,319589.3935,319589.3036,319589.2135,319589.123,319589.0333,319588.9447,319588.8556,319588.7667,319588.6778,319588.5884,319588.4993,319588.4097,319588.3201,319588.2305,319588.1397,319588.0489,319587.9585,319587.8671
1569253247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305186.906,4305187.611,4305188.316,4305189.02,4305189.725,4305190.43,4305191.133,4305191.836,4305192.538,4305193.237,4305193.933,4305194.626,4305195.32,4305196.015,4305196.709,4305197.434,4305198.16,4305198.854,4305199.549,4305200.242,4305200.966,4305201.689,4305202.413,4305203.137,4305203.86,4305204.579,4305205.298,4305206.017,4305206.735,4305207.455,4305208.175,4305208.895,4305209.614,4305210.334,4305211.053,4305211.773,4305212.493,4305213.213,4305213.932,4305214.65,4305215.368,4305216.084,4305216.8,4305217.515,4305218.23,4305218.945,4305219.66,4305220.375,4305221.088,4305221.802,4305222.515,4305223.227,4305223.938,4305224.649,4305225.36,4305226.069,4305226.777,4305227.484,4305228.19,4305228.896,4305229.601,4305230.306,4305231.01,4305231.714,4305232.417,4305233.118,4305233.819,4305234.519,4305235.22,4305235.92,4305236.619,4305237.316,4305238.014,4305238.712
319594.8527,319594.747,319594.6439,319594.54,319594.4362,319594.3317,319594.2273,319594.1266,319594.026,319593.9232,319593.8218,319593.7225,319593.6219,319593.5216,319593.4214,319593.3182,319593.2153,319593.1164,319593.0167,319592.9182,319592.8162,319592.7145,319592.6118,319592.509,319592.4073,319592.306,319592.205,319592.1049,319592.0043,319591.904,319591.8044,319591.7044,319591.6058,319591.5062,319591.4065,319591.308,319591.2096,319591.1108,319591.0127,319590.9141,319590.8163,319590.7189,319590.6203,319590.5231,319590.4259,319590.33,319590.235,319590.1412,319590.048,319589.9547,319589.862,319589.7705,319589.6795,319589.5877,319589.4971,319589.4076,319589.3177,319589.2276,319589.1371,319589.0474,319588.9588,319588.8697,319588.7808,319588.6918,319588.6025,319588.5134,319588.4238,319588.3342,319588.2446,319588.1538,319588.063,319587.9726,319587.8812,319587.7893
1569253247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305187.644,4305188.349,4305189.053,4305189.758,4305190.462,4305191.166,4305191.869,4305192.57,4305193.27,4305193.965,4305194.659,4305195.353,4305196.047,4305196.741,4305197.467,4305198.193,4305198.886,4305199.581,4305200.275,4305200.999,4305201.722,4305202.445,4305203.17,4305203.892,4305204.612,4305205.331,4305206.049,4305206.768,4305207.488,4305208.208,4305208.928,4305209.647,4305210.366,4305211.086,4305211.806,4305212.526,4305213.246,4305213.965,4305214.683,4305215.401,4305216.117,4305216.833,4305217.548,4305218.263,4305218.978,4305219.693,4305220.407,4305221.121,4305221.835,4305222.548,4305223.26,4305223.971,4305224.682,4305225.392,4305226.102,4305226.81,4305227.517,4305228.223,4305228.929,4305229.634,4305230.339,4305231.043,4305231.747,4305232.449,4305233.151,4305233.851,4305234.552,4305235.253,4305235.953,4305236.651,4305237.349,4305238.047,4305238.745,4305239.443
319594.7696,319594.6665,319594.5627,319594.4589,319594.3544,319594.25,319594.1492,319594.0487,319593.9459,319593.8445,319593.7452,319593.6445,319593.5443,319593.444,319593.3409,319593.238,319593.1391,319593.0393,319592.9408,319592.8389,319592.7371,319592.6344,319592.5317,319592.43,319592.3287,319592.2277,319592.1275,319592.027,319591.9267,319591.827,319591.727,319591.6285,319591.5288,319591.4292,319591.3307,319591.2323,319591.1335,319591.0353,319590.9368,319590.839,319590.7416,319590.643,319590.5458,319590.4486,319590.3527,319590.2577,319590.1639,319590.0707,319589.9774,319589.8847,319589.7932,319589.7022,319589.6104,319589.5198,319589.4303,319589.3404,319589.2502,319589.1598,319589.0701,319588.9815,319588.8923,319588.8035,319588.7145,319588.6252,319588.5361,319588.4465,319588.3569,319588.2673,319588.1765,319588.0857,319587.9953,319587.9039,319587.812,319587.7201
1569253248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305188.291,4305188.996,4305189.7,4305190.405,4305191.108,4305191.811,4305192.513,4305193.212,4305193.908,4305194.602,4305195.295,4305195.99,4305196.684,4305197.41,4305198.135,4305198.829,4305199.524,4305200.218,4305200.941,4305201.664,4305202.388,4305203.112,4305203.835,4305204.554,4305205.273,4305205.992,4305206.711,4305207.43,4305208.15,4305208.87,4305209.59,4305210.309,4305211.028,4305211.748,4305212.468,4305213.188,4305213.907,4305214.625,4305215.343,4305216.059,4305216.775,4305217.491,4305218.205,4305218.92,4305219.635,4305220.35,4305221.063,4305221.777,4305222.49,4305223.202,4305223.913,4305224.624,4305225.335,4305226.044,4305226.752,4305227.459,4305228.166,4305228.871,4305229.576,4305230.281,4305230.985,4305231.689,4305232.392,4305233.093,4305233.794,4305234.494,4305235.195,4305235.895,4305236.594,4305237.291,4305237.989,4305238.687,4305239.386,4305240.085
319594.6261,319594.5223,319594.4185,319594.314,319594.2096,319594.1088,319594.0083,319593.9055,319593.8041,319593.7048,319593.6041,319593.5039,319593.4036,319593.3005,319593.1976,319593.0986,319592.9989,319592.9004,319592.7985,319592.6967,319592.594,319592.4913,319592.3896,319592.2883,319592.1873,319592.0871,319591.9866,319591.8863,319591.7866,319591.6866,319591.5881,319591.4884,319591.3888,319591.2903,319591.1919,319591.0931,319590.9949,319590.8964,319590.7986,319590.7012,319590.6026,319590.5054,319590.4082,319590.3123,319590.2173,319590.1235,319590.0303,319589.937,319589.8443,319589.7528,319589.6618,319589.57,319589.4794,319589.3898,319589.3,319589.2098,319589.1194,319589.0297,319588.9411,319588.8519,319588.7631,319588.6741,319588.5848,319588.4957,319588.4061,319588.3165,319588.2269,319588.1361,319588.0453,319587.9549,319587.8634,319587.7716,319587.6797,319587.5865
1569253248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305189.02,4305189.725,4305190.43,4305191.133,4305191.836,4305192.538,4305193.237,4305193.933,4305194.626,4305195.32,4305196.015,4305196.709,4305197.434,4305198.16,4305198.854,4305199.549,4305200.242,4305200.966,4305201.689,4305202.413,4305203.137,4305203.86,4305204.579,4305205.298,4305206.017,4305206.735,4305207.455,4305208.175,4305208.895,4305209.614,4305210.334,4305211.053,4305211.773,4305212.493,4305213.213,4305213.932,4305214.65,4305215.368,4305216.084,4305216.8,4305217.515,4305218.23,4305218.945,4305219.66,4305220.375,4305221.088,4305221.802,4305222.515,4305223.227,4305223.938,4305224.649,4305225.36,4305226.069,4305226.777,4305227.484,4305228.19,4305228.896,4305229.601,4305230.306,4305231.01,4305231.714,4305232.417,4305233.118,4305233.819,4305234.519,4305235.22,4305235.92,4305236.619,4305237.316,4305238.014,4305238.712,4305239.41,4305240.11,4305240.809
319594.54,319594.4362,319594.3317,319594.2273,319594.1266,319594.026,319593.9232,319593.8218,319593.7225,319593.6219,319593.5216,319593.4214,319593.3182,319593.2153,319593.1164,319593.0167,319592.9182,319592.8162,319592.7145,319592.6118,319592.509,319592.4073,319592.306,319592.205,319592.1049,319592.0043,319591.904,319591.8044,319591.7044,319591.6058,319591.5062,319591.4065,319591.308,319591.2096,319591.1108,319591.0127,319590.9141,319590.8163,319590.7189,319590.6203,319590.5231,319590.4259,319590.33,319590.235,319590.1412,319590.048,319589.9547,319589.862,319589.7705,319589.6795,319589.5877,319589.4971,319589.4076,319589.3177,319589.2276,319589.1371,319589.0474,319588.9588,319588.8697,319588.7808,319588.6918,319588.6025,319588.5134,319588.4238,319588.3342,319588.2446,319588.1538,319588.063,319587.9726,319587.8812,319587.7893,319587.6974,319587.6043,319587.5116
1569253248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305189.745,4305190.449,4305191.152,4305191.856,4305192.557,4305193.257,4305193.952,4305194.646,4305195.34,4305196.034,4305196.728,4305197.454,4305198.18,4305198.873,4305199.568,4305200.262,4305200.986,4305201.708,4305202.432,4305203.157,4305203.879,4305204.598,4305205.317,4305206.036,4305206.755,4305207.474,4305208.195,4305208.914,4305209.634,4305210.353,4305211.073,4305211.792,4305212.513,4305213.233,4305213.952,4305214.67,4305215.387,4305216.104,4305216.82,4305217.535,4305218.25,4305218.965,4305219.68,4305220.394,4305221.108,4305221.821,4305222.535,4305223.246,4305223.958,4305224.669,4305225.379,4305226.088,4305226.796,4305227.504,4305228.21,4305228.915,4305229.621,4305230.325,4305231.03,4305231.733,4305232.436,4305233.137,4305233.838,4305234.539,4305235.239,4305235.94,4305236.638,4305237.336,4305238.033,4305238.731,4305239.43,4305240.129,4305240.828,4305241.527
319594.4606,319594.3562,319594.2518,319594.151,319594.0505,319593.9476,319593.8463,319593.7469,319593.6463,319593.546,319593.4458,319593.3426,319593.2397,319593.1408,319593.0411,319592.9426,319592.8407,319592.7389,319592.6362,319592.5334,319592.4318,319592.3304,319592.2295,319592.1293,319592.0287,319591.9284,319591.8288,319591.7288,319591.6302,319591.5306,319591.431,319591.3325,319591.2341,319591.1353,319591.0371,319590.9386,319590.8408,319590.7433,319590.6448,319590.5476,319590.4503,319590.3544,319590.2595,319590.1657,319590.0724,319589.9791,319589.8864,319589.7949,319589.7039,319589.6122,319589.5215,319589.432,319589.3421,319589.252,319589.1616,319589.0719,319588.9833,319588.8941,319588.8052,319588.7163,319588.6269,319588.5378,319588.4482,319588.3586,319588.269,319588.1782,319588.0875,319587.9971,319587.9056,319587.8137,319587.7218,319587.6287,319587.5361,319587.4432
